role,company_name,job_description,resume_text,resume_keywords,is_selected,callbacks_from_company
Cybersecurity Analyst,Nex Systems,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: siem, threat analysis, vulnerability assessment, network security, incident response. Preferred tools: burp suite, splunk, qualys. Responsibilities include monitored threats, improved compliance posture, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in saas. Key strengths include threat analysis, network security, incident response, vulnerability assessment, siem and practical delivery in production systems. Experience: improved compliance posture, investigated security incidents, and strengthened security controls. Tools used: qualys, nmap, splunk. Achievements: improved throughput by 31%; reduced cloud costs by 48%. Additional exposure: scikit-learn.","vulnerability assessment, threat analysis, incident response, siem, soc operations, splunk, wireshark, investigated security incidents, improved compliance posture",1,3
Cybersecurity Analyst,Quantum Solutions,"We are hiring a Cybersecurity Analyst for our retail platform. Required skills: network security, threat analysis, siem, incident response, soc operations. Preferred tools: wireshark, qualys, burp suite. Responsibilities include strengthened security controls, investigated security incidents, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in telecom. Key strengths include threat analysis, network security, vulnerability assessment, siem, soc operations and practical delivery in production systems. Experience: monitored threats, investigated security incidents, and improved compliance posture. Tools used: wireshark, splunk, nmap. Achievements: improved throughput by 67%; cut incident volume by 26%. Additional exposure: prioritization.","incident response, vulnerability assessment, threat analysis, siem, soc operations, burp suite, wireshark, performed vulnerability scans, investigated security incidents",1,2
Cybersecurity Analyst,Vertex Systems,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: siem, soc operations, network security, threat analysis, vulnerability assessment. Preferred tools: qualys, wireshark, nmap. Responsibilities include performed vulnerability scans, monitored threats, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in edtech. Key strengths include network security, incident response, vulnerability assessment, soc operations, threat analysis and practical delivery in production systems. Experience: monitored threats, performed vulnerability scans, and improved compliance posture. Tools used: qualys, nmap, wireshark. Achievements: improved throughput by 46%; saved 12 engineering hours per month. Additional exposure: defect tracking.","siem, soc operations, threat analysis, incident response, network security, nmap, splunk, monitored threats, investigated security incidents",1,2
Cybersecurity Analyst,Nex Analytics,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: soc operations, vulnerability assessment, threat analysis, incident response, siem. Preferred tools: burp suite, wireshark, splunk. Responsibilities include monitored threats, performed vulnerability scans, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in ecommerce. Key strengths include siem, incident response, soc operations, network security, threat analysis and practical delivery in production systems. Experience: strengthened security controls, performed vulnerability scans, and investigated security incidents. Tools used: nmap, wireshark, splunk. Achievements: saved 15 engineering hours per month; improved throughput by 55%. Additional exposure: interaction design.","incident response, threat analysis, network security, soc operations, siem, nmap, wireshark, monitored threats, improved compliance posture",0,0
Cybersecurity Analyst,BluePeak Analytics,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: siem, vulnerability assessment, soc operations, incident response, threat analysis. Preferred tools: burp suite, nmap, splunk. Responsibilities include monitored threats, investigated security incidents, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in banking. Key strengths include network security, incident response, threat analysis, soc operations, vulnerability assessment and practical delivery in production systems. Experience: strengthened security controls, improved compliance posture, and monitored threats. Tools used: wireshark, nmap, splunk. Achievements: reduced latency by 31%; reduced cloud costs by 27%. Additional exposure: figma.","threat analysis, network security, soc operations, siem, incident response, wireshark, nmap, strengthened security controls, improved compliance posture",0,0
Cybersecurity Analyst,BluePeak Technologies,"We are hiring a Cybersecurity Analyst for our saas platform. Required skills: soc operations, network security, siem, threat analysis, vulnerability assessment. Preferred tools: wireshark, splunk, burp suite. Responsibilities include investigated security incidents, monitored threats, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in retail. Key strengths include incident response, siem, threat analysis, soc operations, network security and practical delivery in production systems. Experience: strengthened security controls, improved compliance posture, and performed vulnerability scans. Tools used: nmap, splunk, burp suite. Achievements: reduced cloud costs by 52%; saved 56 engineering hours per month. Additional exposure: statistical analysis.","siem, threat analysis, vulnerability assessment, incident response, network security, wireshark, burp suite, performed vulnerability scans, monitored threats",1,2
Cybersecurity Analyst,Apex Systems,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: network security, incident response, vulnerability assessment, soc operations, threat analysis. Preferred tools: splunk, nmap, burp suite. Responsibilities include performed vulnerability scans, monitored threats, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in ecommerce. Key strengths include network security, incident response, vulnerability assessment, threat analysis, soc operations and practical delivery in production systems. Experience: investigated security incidents, strengthened security controls, and performed vulnerability scans. Tools used: qualys, splunk, wireshark. Achievements: improved model accuracy by 66%; saved 30 engineering hours per month. Additional exposure: selenium.","network security, soc operations, vulnerability assessment, threat analysis, incident response, splunk, nmap, improved compliance posture, investigated security incidents",0,0
Cybersecurity Analyst,Nova Digital,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: soc operations, threat analysis, siem, incident response, network security. Preferred tools: splunk, qualys, wireshark. Responsibilities include performed vulnerability scans, investigated security incidents, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include threat analysis, soc operations, vulnerability assessment, siem, incident response and practical delivery in production systems. Experience: strengthened security controls, investigated security incidents, and improved compliance posture. Tools used: wireshark, splunk, nmap. Achievements: reduced cloud costs by 65%; cut incident volume by 28%. Additional exposure: time series.","threat analysis, soc operations, siem, vulnerability assessment, incident response, burp suite, qualys, improved compliance posture, investigated security incidents",0,1
Cybersecurity Analyst,Vertex Works,"We are hiring a Cybersecurity Analyst for our fintech platform. Required skills: threat analysis, incident response, vulnerability assessment, soc operations, siem. Preferred tools: splunk, wireshark, qualys. Responsibilities include performed vulnerability scans, improved compliance posture, and monitored threats.","Cybersecurity Analyst with hands-on experience in fintech. Key strengths include incident response, soc operations, siem, network security, threat analysis and practical delivery in production systems. Experience: improved compliance posture, strengthened security controls, and investigated security incidents. Tools used: splunk, wireshark, burp suite. Achievements: reduced latency by 56%; improved model accuracy by 52%. Additional exposure: pandas.","threat analysis, soc operations, siem, network security, incident response, qualys, splunk, monitored threats, strengthened security controls",1,4
Cybersecurity Analyst,BluePeak Technologies,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: network security, threat analysis, soc operations, incident response, vulnerability assessment. Preferred tools: nmap, burp suite, splunk. Responsibilities include strengthened security controls, monitored threats, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include threat analysis, soc operations, incident response, network security, siem and practical delivery in production systems. Experience: investigated security incidents, improved compliance posture, and strengthened security controls. Tools used: wireshark, splunk, burp suite. Achievements: increased conversion by 24%; increased conversion by 68%. Additional exposure: time series.","threat analysis, incident response, vulnerability assessment, network security, siem, qualys, splunk, investigated security incidents, performed vulnerability scans",1,3
Cybersecurity Analyst,Vertex Systems,"We are hiring a Cybersecurity Analyst for our retail platform. Required skills: soc operations, network security, vulnerability assessment, threat analysis, siem. Preferred tools: burp suite, nmap, splunk. Responsibilities include monitored threats, strengthened security controls, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include soc operations, siem, incident response, vulnerability assessment, threat analysis and practical delivery in production systems. Experience: performed vulnerability scans, strengthened security controls, and improved compliance posture. Tools used: wireshark, burp suite, qualys. Achievements: reduced latency by 37%; improved model accuracy by 24%. Additional exposure: python.","vulnerability assessment, network security, soc operations, siem, incident response, wireshark, nmap, monitored threats, strengthened security controls",1,3
Cybersecurity Analyst,Nova Digital,"We are hiring a Cybersecurity Analyst for our retail platform. Required skills: incident response, threat analysis, network security, siem, soc operations. Preferred tools: qualys, wireshark, burp suite. Responsibilities include improved compliance posture, strengthened security controls, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in saas. Key strengths include siem, threat analysis, vulnerability assessment, incident response, network security and practical delivery in production systems. Experience: strengthened security controls, investigated security incidents, and monitored threats. Tools used: nmap, burp suite, wireshark. Achievements: improved throughput by 59%; saved 30 engineering hours per month. Additional exposure: interaction design.","incident response, threat analysis, vulnerability assessment, siem, network security, qualys, nmap, strengthened security controls, improved compliance posture",1,4
Cybersecurity Analyst,Vertex Systems,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: incident response, vulnerability assessment, siem, threat analysis, network security. Preferred tools: splunk, wireshark, qualys. Responsibilities include strengthened security controls, investigated security incidents, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in ecommerce. Key strengths include threat analysis, network security, vulnerability assessment, soc operations, siem and practical delivery in production systems. Experience: performed vulnerability scans, improved compliance posture, and monitored threats. Tools used: splunk, qualys, nmap. Achievements: improved throughput by 26%; reduced latency by 40%. Additional exposure: metrics.","soc operations, network security, vulnerability assessment, threat analysis, incident response, nmap, burp suite, strengthened security controls, improved compliance posture",0,1
Cybersecurity Analyst,Nova Works,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: network security, soc operations, threat analysis, incident response, vulnerability assessment. Preferred tools: qualys, burp suite, splunk. Responsibilities include performed vulnerability scans, improved compliance posture, and monitored threats.","Cybersecurity Analyst with hands-on experience in edtech. Key strengths include soc operations, threat analysis, siem, incident response, network security and practical delivery in production systems. Experience: strengthened security controls, monitored threats, and investigated security incidents. Tools used: burp suite, splunk, qualys. Achievements: saved 34 engineering hours per month; improved model accuracy by 50%. Additional exposure: sqlalchemy.","vulnerability assessment, network security, soc operations, incident response, threat analysis, qualys, burp suite, monitored threats, performed vulnerability scans",1,2
Cybersecurity Analyst,Vertex Labs,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: vulnerability assessment, soc operations, network security, threat analysis, incident response. Preferred tools: burp suite, splunk, wireshark. Responsibilities include investigated security incidents, improved compliance posture, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in edtech. Key strengths include soc operations, siem, incident response, vulnerability assessment, threat analysis and practical delivery in production systems. Experience: performed vulnerability scans, strengthened security controls, and investigated security incidents. Tools used: burp suite, nmap, qualys. Achievements: reduced cloud costs by 57%; improved model accuracy by 22%. Additional exposure: flask.","vulnerability assessment, soc operations, incident response, network security, threat analysis, nmap, qualys, performed vulnerability scans, improved compliance posture",1,2
Cybersecurity Analyst,Quantum Technologies,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: incident response, network security, vulnerability assessment, threat analysis, siem. Preferred tools: splunk, qualys, burp suite. Responsibilities include improved compliance posture, investigated security incidents, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include vulnerability assessment, soc operations, network security, siem, threat analysis and practical delivery in production systems. Experience: performed vulnerability scans, improved compliance posture, and strengthened security controls. Tools used: wireshark, burp suite, splunk. Achievements: saved 13 engineering hours per month; improved throughput by 26%. Additional exposure: interaction design.","siem, vulnerability assessment, incident response, network security, soc operations, burp suite, nmap, performed vulnerability scans, improved compliance posture",1,1
Cybersecurity Analyst,Nova Analytics,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: network security, siem, vulnerability assessment, soc operations, incident response. Preferred tools: burp suite, qualys, nmap. Responsibilities include investigated security incidents, performed vulnerability scans, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include soc operations, threat analysis, siem, vulnerability assessment, network security and practical delivery in production systems. Experience: improved compliance posture, performed vulnerability scans, and investigated security incidents. Tools used: wireshark, qualys, splunk. Achievements: increased conversion by 68%; reduced cloud costs by 27%. Additional exposure: junit.","vulnerability assessment, siem, threat analysis, network security, soc operations, burp suite, wireshark, monitored threats, performed vulnerability scans",0,0
Cybersecurity Analyst,Nex Solutions,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: incident response, network security, siem, threat analysis, vulnerability assessment. Preferred tools: wireshark, qualys, burp suite. Responsibilities include improved compliance posture, strengthened security controls, and performed vulnerability scans.","Cybersecurity Analyst with hands-on experience in retail. Key strengths include incident response, threat analysis, vulnerability assessment, network security, soc operations and practical delivery in production systems. Experience: performed vulnerability scans, monitored threats, and strengthened security controls. Tools used: burp suite, wireshark, splunk. Achievements: cut incident volume by 31%; reduced cloud costs by 12%. Additional exposure: flask.","incident response, threat analysis, siem, network security, vulnerability assessment, burp suite, wireshark, monitored threats, strengthened security controls",1,3
Cybersecurity Analyst,BluePeak Technologies,"We are hiring a Cybersecurity Analyst for our saas platform. Required skills: threat analysis, vulnerability assessment, soc operations, siem, network security. Preferred tools: nmap, qualys, wireshark. Responsibilities include investigated security incidents, monitored threats, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include soc operations, threat analysis, network security, vulnerability assessment, siem and practical delivery in production systems. Experience: investigated security incidents, improved compliance posture, and monitored threats. Tools used: qualys, nmap, splunk. Achievements: improved throughput by 17%; cut incident volume by 41%. Additional exposure: interaction design.","siem, soc operations, threat analysis, vulnerability assessment, network security, splunk, burp suite, improved compliance posture, strengthened security controls",1,2
Cybersecurity Analyst,Nova Technologies,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: network security, soc operations, incident response, vulnerability assessment, siem. Preferred tools: burp suite, wireshark, splunk. Responsibilities include strengthened security controls, improved compliance posture, and monitored threats.","Cybersecurity Analyst with hands-on experience in fintech. Key strengths include vulnerability assessment, network security, soc operations, threat analysis, incident response and practical delivery in production systems. Experience: improved compliance posture, investigated security incidents, and monitored threats. Tools used: nmap, splunk, qualys. Achievements: reduced latency by 61%; improved throughput by 32%. Additional exposure: automation testing.","threat analysis, siem, incident response, network security, vulnerability assessment, nmap, qualys, improved compliance posture, investigated security incidents",0,0
Cybersecurity Analyst,Nex Digital,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: network security, vulnerability assessment, threat analysis, incident response, soc operations. Preferred tools: wireshark, nmap, burp suite. Responsibilities include strengthened security controls, performed vulnerability scans, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in fintech. Key strengths include soc operations, vulnerability assessment, incident response, threat analysis, network security and practical delivery in production systems. Experience: monitored threats, improved compliance posture, and investigated security incidents. Tools used: burp suite, qualys, wireshark. Achievements: improved model accuracy by 57%; reduced latency by 17%. Additional exposure: redux.","incident response, vulnerability assessment, siem, network security, threat analysis, qualys, wireshark, investigated security incidents, improved compliance posture",1,2
Cybersecurity Analyst,BluePeak Solutions,"We are hiring a Cybersecurity Analyst for our fintech platform. Required skills: network security, incident response, siem, threat analysis, soc operations. Preferred tools: wireshark, splunk, burp suite. Responsibilities include strengthened security controls, investigated security incidents, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in fintech. Key strengths include soc operations, vulnerability assessment, siem, network security, threat analysis and practical delivery in production systems. Experience: strengthened security controls, monitored threats, and investigated security incidents. Tools used: splunk, wireshark, burp suite. Achievements: reduced latency by 58%; improved model accuracy by 31%. Additional exposure: prioritization.","incident response, soc operations, siem, vulnerability assessment, threat analysis, qualys, burp suite, improved compliance posture, performed vulnerability scans",0,0
Cybersecurity Analyst,Vertex Systems,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: soc operations, incident response, siem, network security, threat analysis. Preferred tools: nmap, burp suite, splunk. Responsibilities include strengthened security controls, monitored threats, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in telecom. Key strengths include threat analysis, soc operations, siem, incident response, network security and practical delivery in production systems. Experience: investigated security incidents, monitored threats, and strengthened security controls. Tools used: qualys, splunk, nmap. Achievements: improved throughput by 67%; saved 25 engineering hours per month. Additional exposure: prototyping.","soc operations, incident response, network security, vulnerability assessment, threat analysis, wireshark, qualys, performed vulnerability scans, monitored threats",1,4
Cybersecurity Analyst,Quantum Solutions,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: network security, soc operations, siem, vulnerability assessment, incident response. Preferred tools: burp suite, splunk, nmap. Responsibilities include monitored threats, improved compliance posture, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in retail. Key strengths include network security, threat analysis, vulnerability assessment, siem, soc operations and practical delivery in production systems. Experience: performed vulnerability scans, improved compliance posture, and investigated security incidents. Tools used: wireshark, nmap, burp suite. Achievements: cut incident volume by 31%; improved model accuracy by 48%. Additional exposure: stakeholder management.","siem, threat analysis, soc operations, network security, vulnerability assessment, splunk, wireshark, investigated security incidents, improved compliance posture",1,3
Cybersecurity Analyst,Prime Works,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: soc operations, threat analysis, siem, incident response, network security. Preferred tools: burp suite, nmap, splunk. Responsibilities include performed vulnerability scans, strengthened security controls, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in fintech. Key strengths include network security, threat analysis, soc operations, siem, vulnerability assessment and practical delivery in production systems. Experience: monitored threats, performed vulnerability scans, and strengthened security controls. Tools used: qualys, burp suite, wireshark. Achievements: reduced latency by 42%; improved model accuracy by 37%. Additional exposure: react.","siem, soc operations, threat analysis, network security, vulnerability assessment, qualys, wireshark, performed vulnerability scans, investigated security incidents",0,0
Cybersecurity Analyst,Vertex Works,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: network security, siem, incident response, threat analysis, vulnerability assessment. Preferred tools: burp suite, splunk, qualys. Responsibilities include performed vulnerability scans, strengthened security controls, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in telecom. Key strengths include siem, vulnerability assessment, soc operations, incident response, threat analysis and practical delivery in production systems. Experience: strengthened security controls, improved compliance posture, and monitored threats. Tools used: wireshark, nmap, burp suite. Achievements: saved 43 engineering hours per month; improved throughput by 64%. Additional exposure: wireframing.","soc operations, incident response, threat analysis, vulnerability assessment, siem, burp suite, wireshark, monitored threats, strengthened security controls",1,2
Cybersecurity Analyst,Nex Technologies,"We are hiring a Cybersecurity Analyst for our fintech platform. Required skills: vulnerability assessment, network security, siem, incident response, soc operations. Preferred tools: burp suite, wireshark, qualys. Responsibilities include improved compliance posture, investigated security incidents, and monitored threats.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include network security, soc operations, incident response, siem, threat analysis and practical delivery in production systems. Experience: investigated security incidents, improved compliance posture, and strengthened security controls. Tools used: wireshark, splunk, burp suite. Achievements: saved 54 engineering hours per month; saved 62 engineering hours per month. Additional exposure: mongodb.","incident response, threat analysis, vulnerability assessment, siem, soc operations, splunk, nmap, investigated security incidents, performed vulnerability scans",1,1
Cybersecurity Analyst,Vertex Solutions,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: vulnerability assessment, soc operations, incident response, network security, threat analysis. Preferred tools: splunk, wireshark, burp suite. Responsibilities include performed vulnerability scans, monitored threats, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in ecommerce. Key strengths include vulnerability assessment, threat analysis, network security, soc operations, siem and practical delivery in production systems. Experience: monitored threats, improved compliance posture, and investigated security incidents. Tools used: burp suite, qualys, nmap. Achievements: increased conversion by 32%; reduced latency by 61%. Additional exposure: feature store.","siem, network security, threat analysis, vulnerability assessment, soc operations, wireshark, burp suite, performed vulnerability scans, investigated security incidents",1,2
Cybersecurity Analyst,Orbit Labs,"We are hiring a Cybersecurity Analyst for our retail platform. Required skills: network security, threat analysis, incident response, soc operations, siem. Preferred tools: burp suite, wireshark, qualys. Responsibilities include performed vulnerability scans, improved compliance posture, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in saas. Key strengths include threat analysis, vulnerability assessment, soc operations, incident response, network security and practical delivery in production systems. Experience: improved compliance posture, investigated security incidents, and strengthened security controls. Tools used: wireshark, splunk, burp suite. Achievements: improved model accuracy by 67%; saved 48 engineering hours per month. Additional exposure: test cases.","vulnerability assessment, threat analysis, incident response, soc operations, siem, splunk, burp suite, investigated security incidents, improved compliance posture",0,0
Cybersecurity Analyst,BluePeak Analytics,"We are hiring a Cybersecurity Analyst for our telecom platform. Required skills: threat analysis, siem, soc operations, vulnerability assessment, incident response. Preferred tools: burp suite, splunk, wireshark. Responsibilities include investigated security incidents, performed vulnerability scans, and improved compliance posture.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include siem, threat analysis, vulnerability assessment, network security, incident response and practical delivery in production systems. Experience: strengthened security controls, investigated security incidents, and monitored threats. Tools used: nmap, qualys, wireshark. Achievements: increased conversion by 60%; improved model accuracy by 58%. Additional exposure: django.","siem, vulnerability assessment, threat analysis, network security, soc operations, burp suite, qualys, performed vulnerability scans, monitored threats",1,1
Cybersecurity Analyst,Quantum Systems,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: network security, soc operations, incident response, siem, threat analysis. Preferred tools: qualys, burp suite, wireshark. Responsibilities include strengthened security controls, improved compliance posture, and monitored threats.","Cybersecurity Analyst with hands-on experience in ecommerce. Key strengths include network security, vulnerability assessment, threat analysis, soc operations, incident response and practical delivery in production systems. Experience: monitored threats, performed vulnerability scans, and strengthened security controls. Tools used: splunk, nmap, wireshark. Achievements: cut incident volume by 58%; reduced latency by 39%. Additional exposure: user research.","threat analysis, vulnerability assessment, siem, incident response, soc operations, splunk, nmap, investigated security incidents, strengthened security controls",0,0
Cybersecurity Analyst,Nex Labs,"We are hiring a Cybersecurity Analyst for our healthcare platform. Required skills: threat analysis, soc operations, network security, incident response, siem. Preferred tools: wireshark, qualys, burp suite. Responsibilities include improved compliance posture, strengthened security controls, and monitored threats.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include siem, vulnerability assessment, soc operations, threat analysis, incident response and practical delivery in production systems. Experience: improved compliance posture, strengthened security controls, and performed vulnerability scans. Tools used: splunk, burp suite, wireshark. Achievements: reduced cloud costs by 13%; reduced cloud costs by 32%. Additional exposure: linux.","vulnerability assessment, incident response, threat analysis, siem, soc operations, qualys, splunk, monitored threats, investigated security incidents",1,3
Cybersecurity Analyst,Nova Digital,"We are hiring a Cybersecurity Analyst for our ecommerce platform. Required skills: incident response, soc operations, vulnerability assessment, threat analysis, siem. Preferred tools: splunk, nmap, qualys. Responsibilities include performed vulnerability scans, monitored threats, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in banking. Key strengths include siem, vulnerability assessment, network security, incident response, soc operations and practical delivery in production systems. Experience: monitored threats, investigated security incidents, and strengthened security controls. Tools used: burp suite, qualys, nmap. Achievements: improved throughput by 17%; cut incident volume by 47%. Additional exposure: figma.","vulnerability assessment, incident response, siem, threat analysis, soc operations, qualys, splunk, strengthened security controls, performed vulnerability scans",1,2
Cybersecurity Analyst,Apex Technologies,"We are hiring a Cybersecurity Analyst for our telecom platform. Required skills: soc operations, threat analysis, incident response, siem, network security. Preferred tools: wireshark, splunk, burp suite. Responsibilities include improved compliance posture, investigated security incidents, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in edtech. Key strengths include incident response, vulnerability assessment, threat analysis, siem, soc operations and practical delivery in production systems. Experience: strengthened security controls, improved compliance posture, and investigated security incidents. Tools used: qualys, splunk, nmap. Achievements: reduced latency by 20%; cut incident volume by 16%. Additional exposure: defect tracking.","soc operations, threat analysis, siem, vulnerability assessment, incident response, splunk, qualys, monitored threats, investigated security incidents",0,0
Cybersecurity Analyst,Apex Labs,"We are hiring a Cybersecurity Analyst for our fintech platform. Required skills: network security, siem, threat analysis, vulnerability assessment, soc operations. Preferred tools: qualys, burp suite, nmap. Responsibilities include strengthened security controls, improved compliance posture, and investigated security incidents.","Cybersecurity Analyst with hands-on experience in telecom. Key strengths include incident response, vulnerability assessment, siem, soc operations, network security and practical delivery in production systems. Experience: investigated security incidents, improved compliance posture, and strengthened security controls. Tools used: splunk, wireshark, qualys. Achievements: cut incident volume by 36%; improved throughput by 38%. Additional exposure: express.","siem, network security, vulnerability assessment, soc operations, threat analysis, wireshark, burp suite, investigated security incidents, improved compliance posture",1,3
Cybersecurity Analyst,Prime Solutions,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: soc operations, siem, incident response, network security, threat analysis. Preferred tools: nmap, wireshark, burp suite. Responsibilities include monitored threats, improved compliance posture, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include threat analysis, siem, soc operations, vulnerability assessment, network security and practical delivery in production systems. Experience: investigated security incidents, improved compliance posture, and performed vulnerability scans. Tools used: wireshark, qualys, splunk. Achievements: cut incident volume by 30%; improved model accuracy by 48%. Additional exposure: design systems.","incident response, siem, vulnerability assessment, soc operations, network security, nmap, qualys, investigated security incidents, strengthened security controls",0,0
Cybersecurity Analyst,Orbit Works,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: siem, threat analysis, network security, soc operations, vulnerability assessment. Preferred tools: wireshark, burp suite, qualys. Responsibilities include monitored threats, strengthened security controls, and performed vulnerability scans.","Cybersecurity Analyst with hands-on experience in retail. Key strengths include vulnerability assessment, siem, network security, threat analysis, soc operations and practical delivery in production systems. Experience: monitored threats, investigated security incidents, and strengthened security controls. Tools used: wireshark, nmap, qualys. Achievements: improved model accuracy by 36%; increased conversion by 12%. Additional exposure: data cleaning.","incident response, soc operations, network security, vulnerability assessment, threat analysis, nmap, qualys, monitored threats, strengthened security controls",1,2
Cybersecurity Analyst,Quantum Analytics,"We are hiring a Cybersecurity Analyst for our telecom platform. Required skills: incident response, vulnerability assessment, siem, threat analysis, network security. Preferred tools: wireshark, splunk, qualys. Responsibilities include investigated security incidents, improved compliance posture, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include threat analysis, siem, incident response, vulnerability assessment, soc operations and practical delivery in production systems. Experience: strengthened security controls, monitored threats, and investigated security incidents. Tools used: nmap, splunk, qualys. Achievements: increased conversion by 61%; saved 63 engineering hours per month. Additional exposure: python.","network security, soc operations, threat analysis, siem, incident response, nmap, burp suite, performed vulnerability scans, investigated security incidents",1,2
Cybersecurity Analyst,Nex Systems,"We are hiring a Cybersecurity Analyst for our edtech platform. Required skills: incident response, network security, soc operations, siem, vulnerability assessment. Preferred tools: nmap, wireshark, qualys. Responsibilities include monitored threats, performed vulnerability scans, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in healthcare. Key strengths include vulnerability assessment, siem, soc operations, threat analysis, incident response and practical delivery in production systems. Experience: improved compliance posture, performed vulnerability scans, and strengthened security controls. Tools used: nmap, qualys, burp suite. Achievements: increased conversion by 58%; saved 65 engineering hours per month. Additional exposure: user research.","incident response, threat analysis, siem, soc operations, network security, wireshark, nmap, performed vulnerability scans, strengthened security controls",1,5
Cybersecurity Analyst,Vertex Digital,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: threat analysis, incident response, soc operations, siem, network security. Preferred tools: wireshark, qualys, nmap. Responsibilities include monitored threats, strengthened security controls, and performed vulnerability scans.","Cybersecurity Analyst with hands-on experience in logistics. Key strengths include siem, soc operations, network security, vulnerability assessment, incident response and practical delivery in production systems. Experience: performed vulnerability scans, improved compliance posture, and strengthened security controls. Tools used: wireshark, nmap, qualys. Achievements: increased conversion by 33%; saved 20 engineering hours per month. Additional exposure: microservices.","siem, soc operations, threat analysis, network security, incident response, nmap, splunk, investigated security incidents, monitored threats",1,4
Cybersecurity Analyst,Nova Digital,"We are hiring a Cybersecurity Analyst for our logistics platform. Required skills: soc operations, siem, threat analysis, network security, vulnerability assessment. Preferred tools: nmap, wireshark, qualys. Responsibilities include improved compliance posture, monitored threats, and strengthened security controls.","Cybersecurity Analyst with hands-on experience in retail. Key strengths include soc operations, network security, incident response, vulnerability assessment, threat analysis and practical delivery in production systems. Experience: performed vulnerability scans, monitored threats, and strengthened security controls. Tools used: splunk, burp suite, nmap. Achievements: reduced cloud costs by 19%; reduced cloud costs by 67%. Additional exposure: feature store.","vulnerability assessment, network security, siem, incident response, threat analysis, splunk, wireshark, investigated security incidents, strengthened security controls",1,1
